Structures "F": Vertical walls
;Rc/Hs|q/(gHs^3)^(1/2)
1.924672308|9.89E-04
2.249806051|6.45E-04
5.426356589|1.31E-05
3.174603175|2.35E-04
3.383276945|1.92E-04
3.942551394|7.44E-05
2.391527161|6.22E-04
2.554278416|6.61E-04
2.81124498|4.77E-04
3.87275242|5.96E-05
2.715283165|5.15E-04
5.602455871|1.84E-05
6.24465355|6.13E-06
3.740712273|2.53E-04
3.930013459|2.10E-04
4.170237075|1.35E-04
5.858747994|1.82E-05
3.239405369|5.70E-04
3.398510242|6.01E-04
3.545410393|5.01E-04
4.294117647|2.29E-04
3.277216611|5.68E-04
3.209496593|4.19E-04
2.774521297|4.71E-05
3.14159292|2.68E-05
1.679678259|4.12E-04
1.851851852|1.15E-04
3.162583519|1.32E-06
1.329588015|5.36E-04
2.236925016|6.61E-05
2.247456825|1.96E-04
2.477829943|1.40E-04
2.822341058|5.80E-05
1.779026217|7.27E-04
2.041254835|3.33E-04
2.993068683|3.43E-06
1.854744241|4.42E-04
1.184553423|1.16E-04
1.230163612|2.45E-04
0.938086304|5.96E-04
1.480604086|0.00E+00
1.243471773|3.49E-04
0.975609756|8.91E-04
1.649892757|1.78E-04
1.66293195|1.67E-05
1.734104046|6.28E-05
1.322701689|2.15E-04
1.658238269|1.46E-04
1.347992352|4.33E-04
2.191482748|1.14E-04
2.090711756|2.87E-06
2.183510321|1.83E-05
1.703910615|8.67E-05
2.204819277|4.77E-05
1.737891738|2.19E-04
1.754554171|1.94E-04
2.841614907|2.03E-05
1.182872013|2.60E-04
1.246727341|4.57E-04
0.953288847|9.68E-04
1.507386192|8.76E-06
1.221001221|8.20E-04
1.038853106|1.18E-03
1.524157903|4.39E-04
1.106072337|3.05E-05
1.265822785|2.08E-04
0.864304235|3.89E-04
1.366306873|0.00E+00
1.16509379|4.09E-04
0.915750916|8.10E-04
1.52578578|1.01E-04
1.211533802|8.44E-05
1.199040767|1.90E-04
1.027432446|4.15E-04
1.529051988|4.30E-07
1.260239445|2.31E-04
1.066666667|4.45E-04
1.491646778|1.40E-04
0.840807175|1.22E-03
1.151522061|9.08E-04
1.446162658|2.13E-04
0.937866354|5.90E-04
1.302083333|1.98E-03
1.167371954|5.61E-05
1.024327785|1.71E-03
1.315789474|1.17E-03
1.475969749|1.78E-04
1.866707806|3.00E-06
3.051455923|8.96E-05
2.815748941|1.50E-04
2.595752405|1.97E-04
2.604828463|1.97E-04
2.650208749|1.97E-04
2.888465205|1.01E-04
3.062882263|5.74E-05
3.490671263|2.49E-05
4.136690647|2.55E-05
4.964294663|1.55E-06
2.302791262|3.22E-04
2.251971355|2.95E-04
2.248953975|2.95E-04
2.29368932|3.22E-04
2.969257208|1.11E-04
4.361097679|2.01E-05
4.89860583|9.62E-06
5.574136009|2.71E-06
3.333333333|1.62E-05
2.222222222|1.76E-04
1.666666667|3.18E-04
3.333333333|7.19E-06
2.222222222|9.04E-05
1.666666667|6.64E-04
3.333333333|7.19E-06
2.222222222|5.99E-05
1.666666667|1.44E-03
1.333333333|3.77E-03
2.5|4.52E-05
1.666666667|9.28E-04
2.5|6.17E-06
1.666666667|5.63E-04
1.25|2.04E-03
2.5|3.83E-06
1.666666667|4.89E-04
1.25|2.41E-03
1|3.62E-03
1.666666667|2.01E-03
1.111111111|4.95E-03
0.833333333|5.93E-03
1.666666667|1.16E-03
1.111111111|5.00E-03
0.833333333|6.04E-03
1.666666667|8.77E-04
1.111111111|4.62E-03
0.833333333|7.81E-03
0.666666667|1.27E-02
3.333333333|2.00E-05
2.222222222|1.30E-04
2.222222222|2.04E-04
1.666666667|3.81E-04
3.333333333|7.16E-06
2.222222222|5.10E-05
1.666666667|5.15E-04
3.333333333|7.59E-06
2.222222222|4.35E-05
1.666666667|6.46E-04
1.333333333|1.50E-03
2.5|8.35E-06
1.666666667|8.28E-04
1.25|1.47E-03
2.5|6.96E-06
1.666666667|3.39E-04
1.25|3.93E-03
2.5|3.58E-06
1.666666667|5.37E-04
1.25|3.67E-03
1|7.38E-03
1.666666667|8.50E-04
1.111111111|3.42E-03
0.833333333|5.09E-03
1.666666667|7.40E-04
1.111111111|4.52E-03
0.833333333|7.43E-03
1.666666667|6.92E-04
1.111111111|7.09E-03
0.833333333|7.57E-03
0.666666667|1.58E-02
3.333333333|3.49E-05
2.222222222|1.94E-04
1.666666667|2.25E-04
3.333333333|9.63E-06
2.222222222|2.64E-05
1.666666667|3.91E-04
3.333333333|5.75E-06
2.222222222|4.30E-05
1.666666667|5.39E-04
1.333333333|4.25E-03
2.5|3.10E-06
1.666666667|3.82E-04
1.25|8.70E-04
2.5|6.06E-06
1.666666667|1.71E-04
1.25|1.21E-03
2.5|9.68E-06
1.666666667|2.61E-04
1.25|5.19E-03
1|5.93E-03
1.666666667|3.17E-04
1.111111111|2.26E-03
0.833333333|3.80E-03
1.666666667|5.15E-05
1.111111111|2.16E-03
0.833333333|4.82E-03
1.666666667|1.30E-04
1.111111111|2.28E-03
0.833333333|5.09E-03
0.666666667|1.18E-02
3.333333333|1.16E-05
2.222222222|4.73E-05
1.666666667|2.11E-04
2.222222222|5.39E-05
1.666666667|3.08E-04
3.333333333|3.93E-06
2.222222222|2.59E-05
2.222222222|1.89E-05
1.666666667|3.49E-04
1.666666667|3.49E-04
1.333333333|1.02E-03
2.5|3.54E-06
1.666666667|2.96E-04
1.666666667|2.73E-04
1.25|6.78E-04
1.25|4.72E-04
2.5|8.52E-06
1.666666667|1.00E-04
1.666666667|1.11E-04
1.25|9.02E-04
1.25|8.45E-04
2.5|8.25E-06
1.666666667|9.43E-05
1.666666667|9.04E-05
1.25|9.09E-04
1.25|9.74E-04
1|1.66E-03
1.666666667|1.09E-04
1.111111111|2.46E-04
0.833333333|2.06E-03
1.666666667|2.85E-05
1.111111111|1.32E-03
0.833333333|2.91E-03
1.666666667|6.73E-05
1.111111111|1.35E-03
1.111111111|1.28E-03
0.833333333|5.24E-03
0.833333333|3.57E-03
0.666666667|7.41E-03
3.333333333|8.36E-06
2.222222222|2.32E-06
1.666666667|1.80E-06
3.333333333|8.81E-06
2.222222222|1.40E-05
1.666666667|9.44E-06
3.333333333|7.53E-06
2.222222222|2.60E-06
1.666666667|1.81E-05
1.333333333|9.56E-04
2.5|6.71E-06
1.666666667|1.25E-05
1.25|8.35E-06
2.5|3.50E-06
1.666666667|8.97E-06
1.25|1.28E-04
2.5|6.29E-05
1.666666667|1.12E-04
1.25|5.51E-04
1|3.45E-03
1.666666667|7.35E-06
1.111111111|3.27E-04
0.833333333|8.46E-04
1.666666667|1.00E-05
1.111111111|5.52E-04
0.833333333|1.88E-03
1.666666667|1.70E-05
1.111111111|9.88E-04
0.833333333|3.94E-03
0.666666667|9.00E-03
3.333333333|5.44E-06
2.222222222|5.63E-06
1.666666667|3.69E-06
3.333333333|7.40E-06
2.222222222|4.89E-06
1.666666667|3.05E-06
3.333333333|8.67E-06
2.222222222|5.20E-06
1.666666667|1.62E-05
1.333333333|7.39E-05
2.5|3.57E-06
1.666666667|6.01E-06
1.25|9.01E-06
2.5|5.41E-06
1.666666667|4.99E-06
1.25|4.88E-05
2.5|5.81E-06
1.666666667|4.94E-06
1.25|2.27E-04
1|2.53E-03
1.666666667|3.93E-06
1.111111111|2.17E-04
0.833333333|4.17E-04
1.666666667|6.50E-06
1.111111111|3.31E-04
0.833333333|1.37E-03
1.666666667|3.70E-05
1.111111111|8.11E-04
0.833333333|2.92E-03
0.666666667|4.43E-03
3.333333333|2.92E-06
2.222222222|3.76E-06
1.666666667|1.36E-06
3.333333333|5.89E-06
2.222222222|3.04E-06
1.666666667|2.61E-06
3.333333333|6.09E-06
2.222222222|6.72E-06
1.666666667|2.46E-06
1.333333333|8.50E-07
2.5|7.85E-06
1.666666667|5.41E-06
1.25|1.21E-06
2.5|1.09E-05
1.666666667|5.83E-06
1.25|2.42E-06
2.5|7.47E-06
2.5|3.53E-05
1.666666667|3.84E-06
1.25|2.26E-04
1|1.46E-04
1|5.64E-04
1.666666667|5.81E-06
1.111111111|8.97E-06
0.833333333|3.64E-05
0.833333333|3.42E-05
1.666666667|4.57E-06
1.111111111|3.76E-05
0.833333333|5.24E-05
1.666666667|9.30E-06
1.111111111|2.82E-04
0.833333333|1.24E-03
1.111111111|1.76E-03
0.833333333|3.87E-03
1.526717557|2.13E-06
1.162790698|1.13E-05
0.899887514|6.08E-05
0.799200799|1.31E-04
1.544401544|0.00E+00
1.185185185|1.17E-06
0.916380298|3.09E-05
0.788954635|9.67E-05
1.553398058|0.00E+00
1.171303075|2.32E-06
0.902934537|3.42E-05
0.782013685|1.03E-04
1.629327902|0.00E+00
1.215805471|1.13E-06
0.918484501|3.18E-05
0.806451613|1.08E-04
1.173020528|0.00E+00
0.872410033|1.13E-05
0.756143667|3.57E-05
1.507537687|2.59E-04
1.011029412|3.00E-03
;Rc/Hs| q/(gHs^3)^(1/2)
0.38272|0.016878
0.66667|0.0066802
0.98551|0.0020355
1.2985|0.00056582
0.35227|0.01913
0.58824|0.0090242
0.81928|0.0039354
1.1447|0.001054
1.493|0.00025144
0.48077|0.013662
0.75|0.0052356
1.0357|0.0016918
1.3947|0.00037795
1.6667|0.00013271
0.7234|0.0058463
0.96667|0.0022769
1.2619|0.0006705
1.5625|0.00019772
0.65714|0.0075714
0.88776|0.0031865
1.1522|0.0010864
1.4535|0.00031585
0.60526|0.0093543
0.80556|0.004509
1.0291|0.0018758
1.3158|0.00058486
0.38272|0.016878
0.66667|0.0066802
0.98551|0.0020355
1.2985|0.00056582
0.35227|0.01913
0.58824|0.0090242
0.81928|0.0039354
1.1447|0.001054
1.493|0.00025144
0.48077|0.013662
0.75|0.0052356
1.0357|0.0016918
1.3947|0.00037795
1.6667|0.00013271
0.7234|0.0058463
0.96667|0.0022769
1.2619|0.0006705
1.5625|0.00019772
0.65714|0.0075714
0.88776|0.0031865
1.1522|0.0010864
1.4535|0.00031585
0.60526|0.0093543
0.80556|0.004509
1.0291|0.0018758
1.3158|0.00058486
0.33333|0.019453
0.61333|0.0080164
0.92754|0.0025429
1.2388|0.00072206
0.30682|0.021814
0.54118|0.010569
0.77108|0.004718
1.0921|0.0013095
1.4366|0.00031519
0.44231|0.015475
0.70652|0.0061441
0.9881|0.0020525
1.3421|0.00046994
1.6133|0.00016248
0.68085|0.0068267
0.92222|0.0027193
1.2143|0.00081775
1.5125|0.00024092
0.61905|0.008664
0.84694|0.0037368
1.1087|0.0013008
1.407|0.00038103
0.57018|0.010555
0.76852|0.0051849
0.99029|0.0021929
1.2737|0.00069299
0.11111|0.034933
0.37333|0.017012
0.66667|0.0065569
0.97015|0.0021144
0.10227|0.037648
0.32941|0.020536
0.55422|0.010182
0.85526|0.003369
1.1831|0.00089545
0.26923|0.02622
0.51087|0.012138
0.77381|0.0047437
1.1053|0.0012572
1.3733|0.00042252
0.48936|0.013174
0.72222|0.00585
1|0.0019794
1.2875|0.00060401
0.44762|0.015413
0.66327|0.0074185
0.91304|0.002877
1.1977|0.00090026
0.41228|0.017681
0.60185|0.0094512
0.81553|0.0043459
1.0842|0.0014991
0.60494|0.0084352
0.90667|0.0027903
1.2464|0.00072155
1.5672|0.00019417
0.55682|0.010079
0.8|0.0042174
1.0361|0.0016912
1.3816|0.00039418
1.7465|9.5402e-05
0.65385|0.007545
0.94565|0.0024594
1.25|0.00069508
1.6316|0.00014701
1.9067|5.7431e-05
0.91489|0.0028092
1.1667|0.0009985
1.4762|0.00027765
1.7875|8.5635e-05
0.82857|0.004002
1.0714|0.0015173
1.3478|0.00048316
1.6628|0.00014023
0.76316|0.00529
0.97222|0.0023523
1.2039|0.00092068
1.5053|0.00027502
